run_id,stage,vpn,client_role,client_type,wifi_band,host,repeat,mtu,delay_ms,loss_pct,cpu_stress,cpu_workers,cpu_sample_interval_sec,ping_interval_sec,duration_sec,ping_count,udp_bandwidth,iface,client_conf,measure_handshake,measure_reconnect,capture,start_vpn,stop_vpn,tcp_throughput_mbps,udp_throughput_mbps,udp_loss_pct_actual,udp_jitter_ms,rtt_min_ms,rtt_avg_ms,rtt_max_ms,rtt_mdev_ms,cpu_avg_percent,cpu_max_percent,throughput_per_cpu,reconnect_ms,handshake_ms,folder
baseline_ipsec_pi_2.4GHz_20260420T161144920863Z_r1_b8807ae3,baseline,ipsec,pi,RaspberryPi,2.4GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,,False,False,True,True,True,49.276338806356776,49.999435000960496,0.0664913049831945,0.1990545866631003,13.356,13.968,16.241,0.778,22.134351145038167,38.1,2.2262382341125457,,,C:\vpn-thesis\results\baseline_ipsec_pi_2.4GHz_20260420T161144920863Z_r1_b8807ae3
baseline_ipsec_pi_2.4GHz_20260420T162037393465Z_r2_d4b947b3,baseline,ipsec,pi,RaspberryPi,2.4GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,,False,False,True,True,True,49.33636980446302,49.999435834283,0.0540698524039164,0.27217114987895313,13.253,15.444,32.067,3.279,8.221374045801527,24.2,6.000988342047034,,,C:\vpn-thesis\results\baseline_ipsec_pi_2.4GHz_20260420T162037393465Z_r2_d4b947b3
baseline_ipsec_pi_2.4GHz_20260420T162929879103Z_r3_73fd225a,baseline,ipsec,pi,RaspberryPi,2.4GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,,False,False,True,True,True,49.0984199637943,49.999437500928124,0.0770860733596376,0.2463964409894551,13.37,16.237,78.36,11.495,13.63740458015267,100.0,3.600275967118418,,,C:\vpn-thesis\results\baseline_ipsec_pi_2.4GHz_20260420T162929879103Z_r3_73fd225a
baseline_ipsec_pi_5GHz_20260420T080528974661Z_r1_c2ad2e9e,baseline,ipsec,pi,RaspberryPi,5GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.2144597798374,49.999437500928124,0.24660236738272687,0.08739311053718844,12.528,14.057,29.643,3.868,7.891603053435114,17.5,11.304985714024665,,,C:\vpn-thesis\results\baseline_ipsec_pi_5GHz_20260420T080528974661Z_r1_c2ad2e9e
baseline_ipsec_pi_5GHz_20260420T081421460575Z_r2_49a74d85,baseline,ipsec,pi,RaspberryPi,5GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.20995404729875,49.999435000960496,0.23198889376004675,0.07765337361251554,12.361,12.91,16.308,0.752,1.66793893129771,7.0,53.48514407412419,,,C:\vpn-thesis\results\baseline_ipsec_pi_5GHz_20260420T081421460575Z_r2_49a74d85
baseline_ipsec_pi_5GHz_20260420T082313935526Z_r3_eff02240,baseline,ipsec,pi,RaspberryPi,5GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.23921015432593,49.99943833425072,0.06795265234546252,0.0768828878503493,12.305,12.658,12.923,0.125,1.717557251908397,6.4,51.95705124540754,,,C:\vpn-thesis\results\baseline_ipsec_pi_5GHz_20260420T082313935526Z_r3_eff02240
baseline_ipsec_vm_2.4GHz_20260420T191406569446Z_r1_a6c83361,baseline,ipsec,vm,VM,2.4GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,16.524619018132164,8.971063432995646,0.0,0.160768569639287,13.856,17.555,45.551,4.746,99.3103448275862,100.0,0.16639373316869194,,,C:\vpn-thesis\results\baseline_ipsec_vm_2.4GHz_20260420T191406569446Z_r1_a6c83361
baseline_ipsec_vm_2.4GHz_20260420T192331722746Z_r2_d90857a4,baseline,ipsec,vm,VM,2.4GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,15.9215532621173,10.509158592777107,0.0,0.18675993722578013,13.354,16.068,25.008,2.766,99.28142857142856,100.0,0.16036789046264027,,,C:\vpn-thesis\results\baseline_ipsec_vm_2.4GHz_20260420T192331722746Z_r2_d90857a4
baseline_ipsec_vm_2.4GHz_20260420T193303346691Z_r3_d7cb89c2,baseline,ipsec,vm,VM,2.4GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,17.076338249893283,9.35459194884848,0.11498733190411226,9.08347408739323,13.746,16.935,32.785,3.705,99.27007299270073,100.0,0.17201899560554262,,,C:\vpn-thesis\results\baseline_ipsec_vm_2.4GHz_20260420T193303346691Z_r3_d7cb89c2
baseline_ipsec_vm_5GHz_20260420T112929008396Z_r1_67a31810,baseline,ipsec,vm,VM,5GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,76.2348049738566,49.9967516685074,0.3200526113881734,0.11417520488051386,13.415,13.668,14.465,0.172,34.21707317073171,52.5,2.2279756247260107,,,C:\vpn-thesis\results\baseline_ipsec_vm_5GHz_20260420T112929008396Z_r1_67a31810
baseline_ipsec_vm_5GHz_20260420T113826160627Z_r2_397999e8,baseline,ipsec,vm,VM,5GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,78.23402037430785,49.997598513328256,0.14723558790110738,0.13399047515183743,13.441,14.191,25.207,1.743,33.31297709923664,50.0,2.348454782088526,,,C:\vpn-thesis\results\baseline_ipsec_vm_5GHz_20260420T113826160627Z_r2_397999e8
baseline_ipsec_vm_5GHz_20260420T114726810334Z_r3_5e347bad,baseline,ipsec,vm,VM,5GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,78.89860324459269,49.99923350719226,0.36095147979146647,0.13842822244833683,13.386,13.71,14.987,0.251,32.84132231404959,54.4,2.4024185899128576,,,C:\vpn-thesis\results\baseline_ipsec_vm_5GHz_20260420T114726810334Z_r3_5e347bad
baseline_ipsec_wsl_2.4GHz_20260424T033508598211Z_r1_5583c601,baseline,ipsec,wsl,WSL,2.4GHz,Aregae,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,68.58386263266321,49.99928066748191,0.3211322560728338,0.12239218621899842,14.127,21.12,66.341,7.685,0.9068702290076336,66.7,75.62698657305455,,,C:\vpn-thesis\results\baseline_ipsec_wsl_2.4GHz_20260424T033508598211Z_r1_5583c601
baseline_ipsec_wsl_2.4GHz_20260424T034426875490Z_r2_db191972,baseline,ipsec,wsl,WSL,2.4GHz,Aregae,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,75.69589766912334,49.999225668396,0.32076691789755185,0.307911114212407,14.02,21.57,70.678,8.33,1.3465648854961831,4.3,56.21407366584557,,,C:\vpn-thesis\results\baseline_ipsec_wsl_2.4GHz_20260424T034426875490Z_r2_db191972
baseline_ipsec_wsl_2.4GHz_20260424T035330442146Z_r3_cfedc9c1,baseline,ipsec,wsl,WSL,2.4GHz,Aregae,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,77.24481265948319,49.99940250140412,0.13773198889376,0.34017234918337785,13.789,21.33,66.474,9.275,0.7557251908396947,3.6,102.2128329130535,,,C:\vpn-thesis\results\baseline_ipsec_wsl_2.4GHz_20260424T035330442146Z_r3_cfedc9c1
baseline_ipsec_vm_5GHz_20260421T104745173443Z_r1_71a1a28f,baseline,ipsec,vm,WSL,5GHz,Aregae,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,61.8390840508143,49.999400834761346,0.07270203127283355,0.24583903549546787,14.525,17.347,26.335,2.115,2.624427480916031,6.6,23.56288542948421,,,C:\vpn-thesis\results\baseline_ipsec_wsl_5GHz_20260421T104745173443Z_r1_71a1a28f
baseline_ipsec_vm_5GHz_20260421T105643590316Z_r2_f09f690b,baseline,ipsec,vm,WSL,5GHz,Aregae,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,73.94020671360201,49.99940000144,0.08183545228700863,0.189015487054191,14.162,16.546,24.649,1.926,2.3061068702290077,6.5,32.06278410950633,,,C:\vpn-thesis\results\baseline_ipsec_wsl_5GHz_20260421T105643590316Z_r2_f09f690b
baseline_ipsec_vm_5GHz_20260421T110540558783Z_r3_0ff99a59,baseline,ipsec,vm,WSL,5GHz,Aregae,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,79.16409846873226,49.99937416849201,0.05991524185298846,0.24226513155949042,14.0,26.201,483.437,65.404,0.716030534351145,4.2,110.55966843714207,,,C:\vpn-thesis\results\baseline_ipsec_wsl_5GHz_20260421T110540558783Z_r3_0ff99a59
baseline_openvpn_pi_2.4GHz_20260420T160717452944Z_r1_6fe7e27a,baseline,openvpn,pi,RaspberryPi,2.4GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,46.61351907939023,49.99932316776088,0.04144796072635853,0.26323733574532737,13.526,14.295,16.163,0.797,21.999236641221376,28.3,2.1188698426038792,,,C:\vpn-thesis\results\baseline_openvpn_pi_2.4GHz_20260420T160717452944Z_r1_6fe7e27a
baseline_openvpn_pi_2.4GHz_20260420T161610852636Z_r2_3b51ce16,baseline,openvpn,pi,RaspberryPi,2.4GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,45.86285340823253,49.99932233444019,0.0394095364283409,0.21768711263841553,13.617,14.718,27.589,2.269,21.812213740458017,100.0,2.1026225927341153,,,C:\vpn-thesis\results\baseline_openvpn_pi_2.4GHz_20260420T161610852636Z_r2_3b51ce16
baseline_openvpn_pi_2.4GHz_20260420T162503520036Z_r3_9d9bba0b,baseline,openvpn,pi,RaspberryPi,2.4GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,46.69756554983396,49.999318167837146,0.03533268783230563,0.2645457576279797,13.513,14.679,31.261,2.703,12.568702290076336,25.1,3.715384808398572,,,C:\vpn-thesis\results\baseline_openvpn_pi_2.4GHz_20260420T162503520036Z_r3_9d9bba0b
baseline_openvpn_pi_5GHz_20260420T080103354719Z_r1_afb2bbe9,baseline,openvpn,pi,RaspberryPi,5GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,66.92522745827479,49.99932233444019,0.0421274354923644,0.10337232833366714,12.807,13.006,13.71,0.155,12.112977099236641,27.5,5.5250849489752945,,,C:\vpn-thesis\results\baseline_openvpn_pi_5GHz_20260420T080103354719Z_r1_afb2bbe9
baseline_openvpn_pi_5GHz_20260420T080954569938Z_r2_04169f39,baseline,openvpn,pi,RaspberryPi,5GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,73.0318501465691,49.99931983447828,0.027518728023238036,0.158661076331876,12.671,13.708,26.908,3.158,22.869465648854963,28.3,3.193421799526203,,,C:\vpn-thesis\results\baseline_openvpn_pi_5GHz_20260420T080954569938Z_r2_04169f39
baseline_openvpn_pi_5GHz_20260420T081847056699Z_r3_75184c41,baseline,openvpn,pi,RaspberryPi,5GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,66.54779777124567,49.999321501119525,0.127741256009105,0.1057530825625255,12.715,13.271,21.707,1.443,22.61526717557252,27.5,2.942604978071013,,,C:\vpn-thesis\results\baseline_openvpn_pi_5GHz_20260420T081847056699Z_r3_75184c41
baseline_openvpn_vm_2.4GHz_20260420T190935439533Z_r1_e7e12f08,baseline,openvpn,vm,VM,2.4GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,7.710336667602187,49.99908567248789,81.3270142180095,2.44949944025562,13.982,16.702,37.358,4.086,99.23664122137404,100.0,0.07769646949660665,,,C:\vpn-thesis\results\baseline_openvpn_vm_2.4GHz_20260420T190935439533Z_r1_e7e12f08
baseline_openvpn_vm_2.4GHz_20260420T191857094767Z_r2_3b62de41,baseline,openvpn,vm,VM,2.4GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,8.064907533219257,49.953480440090814,84.02102514585685,1.8310523445736013,13.756,16.366,26.055,2.602,99.25925925925925,100.0,0.08125093410332834,,,C:\vpn-thesis\results\baseline_openvpn_vm_2.4GHz_20260420T191857094767Z_r2_3b62de41
baseline_openvpn_vm_2.4GHz_20260420T192820404246Z_r3_81000ad7,baseline,openvpn,vm,VM,2.4GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,8.224361964003597,49.96121465724624,82.0636657784545,0.6183687169823695,13.902,16.316,26.33,2.438,99.3006993006993,100.0,0.08282280006003621,,,C:\vpn-thesis\results\baseline_openvpn_vm_2.4GHz_20260420T192820404246Z_r3_81000ad7
baseline_openvpn_vm_5GHz_20260420T112458844458Z_r1_f282670e,baseline,openvpn,vm,VM,5GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,54.43994777051214,49.9992840017184,2.607484414547555,0.21458470822541653,13.609,13.973,14.846,0.284,29.58320610687023,44.6,1.8402315007320769,,,C:\vpn-thesis\results\baseline_openvpn_vm_5GHz_20260420T112458844458Z_r1_f282670e
baseline_openvpn_vm_5GHz_20260420T113357588674Z_r2_7872d0b1,baseline,openvpn,vm,VM,5GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,58.380547703743915,49.99871068454517,1.075268817204301,0.18636483407758578,13.837,15.044,23.51,1.954,34.181679389312976,62.4,1.7079484901492816,,,C:\vpn-thesis\results\baseline_openvpn_vm_5GHz_20260420T113357588674Z_r2_7872d0b1
baseline_openvpn_vm_5GHz_20260420T114301205612Z_r3_10848a5d,baseline,openvpn,vm,VM,5GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,64.67728620682361,49.968953671414035,1.6546679447175032,0.18525137166509806,13.435,14.12,16.393,0.653,28.13671875,62.2,2.2986790599676308,,,C:\vpn-thesis\results\baseline_openvpn_vm_5GHz_20260420T114301205612Z_r3_10848a5d
baseline_openvpn_wsl_2.4GHz_20260424T033038687189Z_r1_18a31c7f,baseline,openvpn,wsl,WSL,2.4GHz,Aregae,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,64.88410815528461,49.99927983512174,0.024800828959214528,0.192684532793417,13.07,22.814,66.83,8.29,1.797709923664122,4.1,36.09264615007339,,,C:\vpn-thesis\results\baseline_openvpn_wsl_2.4GHz_20260424T033038687189Z_r1_18a31c7f
baseline_openvpn_wsl_2.4GHz_20260424T033955742130Z_r2_af0886aa,baseline,openvpn,wsl,WSL,2.4GHz,Aregae,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,65.11431331332938,49.99921650293811,0.0631911532385466,0.3283572111915251,13.12,26.975,219.001,31.099,4.977692307692308,10.6,13.081225051356542,,,C:\vpn-thesis\results\baseline_openvpn_wsl_2.4GHz_20260424T033955742130Z_r2_af0886aa
baseline_openvpn_wsl_2.4GHz_20260424T034859231809Z_r3_de2d7f77,baseline,openvpn,wsl,WSL,2.4GHz,Aregae,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,73.8711397474899,49.99922733606341,0.03906979904533795,0.2266535306501015,13.689,18.012,38.311,4.238,4.675572519083969,11.5,15.799378460279474,,,C:\vpn-thesis\results\baseline_openvpn_wsl_2.4GHz_20260424T034859231809Z_r3_de2d7f77
baseline_openvpn_vm_5GHz_20260421T104313530534Z_r1_e0bb1877,baseline,openvpn,vm,WSL,5GHz,Aregae,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,79.39891656779406,49.999423035073846,0.14914420443967305,0.18295143010669684,14.52,17.138,23.671,1.653,2.3496183206106873,9.0,33.79226143723528,,,C:\vpn-thesis\results\baseline_openvpn_wsl_5GHz_20260421T104313530534Z_r1_e0bb1877
baseline_openvpn_vm_5GHz_20260421T105213076287Z_r2_ffc69a89,baseline,openvpn,vm,WSL,5GHz,Aregae,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,78.0043479738884,49.99917733706274,0.1481254989892813,0.1725768989004334,14.524,17.841,36.176,3.947,2.5267175572519083,6.9,30.871811433774564,,,C:\vpn-thesis\results\baseline_openvpn_wsl_5GHz_20260421T105213076287Z_r2_ffc69a89
baseline_openvpn_vm_5GHz_20260421T110109953068Z_r3_3c37d0c6,baseline,openvpn,vm,WSL,5GHz,Aregae,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,82.8013569386031,49.999297334832356,0.10599806349691689,0.1954050874787762,14.702,16.675,22.875,1.686,2.8259541984732826,6.5,29.30031809550785,,,C:\vpn-thesis\results\baseline_openvpn_wsl_5GHz_20260421T110109953068Z_r3_3c37d0c6
baseline_wireguard_pi_2.4GHz_20260420T160505041720Z_r1_1a333fa4,baseline,wireguard,pi,RaspberryPi,2.4GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,,False,False,True,True,True,49.54071091886653,49.999403834336874,0.000729607471180505,0.293397371944422,13.492,14.445,17.822,1.049,5.470229007633588,100.0,9.056423570152827,,,C:\vpn-thesis\results\baseline_wireguard_pi_2.4GHz_20260420T160505041720Z_r1_1a333fa4
baseline_wireguard_pi_2.4GHz_20260420T161358796958Z_r2_2dd894b7,baseline,wireguard,pi,RaspberryPi,2.4GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,,False,False,True,True,True,50.01162804344672,49.99940550098092,0.00036480373559025247,0.239928574206719,13.45,13.873,16.079,0.464,23.809923664122138,46.6,2.1004531030398255,,,C:\vpn-thesis\results\baseline_wireguard_pi_2.4GHz_20260420T161358796958Z_r2_2dd894b7
baseline_wireguard_pi_2.4GHz_20260420T162251420311Z_r3_bc8948e4,baseline,wireguard,pi,RaspberryPi,2.4GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,wlan0,,False,False,True,True,True,50.0615327264067,49.99939633444005,0.0,0.269085902256066,13.482,15.031,44.737,4.432,15.206870229007633,27.4,3.292033927593634,,,C:\vpn-thesis\results\baseline_wireguard_pi_2.4GHz_20260420T162251420311Z_r3_bc8948e4
baseline_wireguard_pi_5GHz_20260420T075851401816Z_r1_ba4e381b,baseline,wireguard,pi,RaspberryPi,5GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.8424373613406,49.99940466765889,0.00036480373559025247,0.13050468880353105,12.659,12.94,15.154,0.347,18.980152671755725,36.3,4.733493924684531,,,C:\vpn-thesis\results\baseline_wireguard_pi_5GHz_20260420T075851401816Z_r1_ba4e381b
baseline_wireguard_pi_5GHz_20260420T080742671191Z_r2_0fc0cb6d,baseline,wireguard,pi,RaspberryPi,5GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.9200375993789,49.99940466765889,0.0,0.0906385164532852,12.555,12.831,13.268,0.133,18.885496183206108,37.6,4.7613277791102,,,C:\vpn-thesis\results\baseline_wireguard_pi_5GHz_20260420T080742671191Z_r2_0fc0cb6d
baseline_wireguard_pi_5GHz_20260420T081635120286Z_r3_ebc632d9,baseline,wireguard,pi,RaspberryPi,5GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.88297877777501,49.99940133437102,0.0,0.11385461700864737,12.692,12.923,13.264,0.123,3.954961832061069,11.5,22.72663620901086,,,C:\vpn-thesis\results\baseline_wireguard_pi_5GHz_20260420T081635120286Z_r3_ebc632d9
baseline_wireguard_vm_2.4GHz_20260420T190717555909Z_r1_f26c938d,baseline,wireguard,vm,VM,2.4GHz,ubuntu,1,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,77.77491080799905,44.69656178421752,5.39176279997878,0.5141162818940597,14.008,17.075,28.63,3.28,99.23664122137404,100.0,0.7837317935267597,,,C:\vpn-thesis\results\baseline_wireguard_vm_2.4GHz_20260420T190717555909Z_r1_f26c938d
baseline_wireguard_vm_2.4GHz_20260420T191639349259Z_r2_d6f5dd80,baseline,wireguard,vm,VM,2.4GHz,ubuntu,2,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,83.5386526649801,9.01893627361577,0.0,0.24807128368730222,13.991,16.317,28.583,2.797,99.23664122137404,100.0,0.8418125768547996,,,C:\vpn-thesis\results\baseline_wireguard_vm_2.4GHz_20260420T191639349259Z_r2_d6f5dd80
baseline_wireguard_vm_2.4GHz_20260420T192600057640Z_r3_895c65c5,baseline,wireguard,vm,VM,2.4GHz,ubuntu,3,1500,,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,82.87427417386,48.94975493999054,0.5734534641954884,0.1273682925582892,14.237,18.045,35.985,5.038,99.24242424242425,100.0,0.835069022209887,,,C:\vpn-thesis\results\baseline_wireguard_vm_2.4GHz_20260420T192600057640Z_r3_895c65c5
